key,id,created,updated,resolution_date,summary,description,status,status_category,issue_type,priority,assignee,reporter,project_key,project_name,story_points,epic_link,components,labels,fix_versions
KAFKA-17019,13583476,2024-06-21T18:54:17.000+0000,2025-07-15T13:14:29.000+0000,,Producer TimeoutException should include root cause,"With KAFKA-16965 we added a ""root cause"" to some `TimeoutException` thrown by the producer. However, it's only a partial solution to address a specific issue.

We should consider to add the ""root cause"" for _all_ `TimeoutException` cases and unify/cleanup the code to get an holistic solution to the problem.",Open,To Do,Improvement,Major,sanghyeok An,Matthias J. Sax,KAFKA,Kafka,,,"clients,producer ",,
KAFKA-17014,13583405,2024-06-21T05:52:52.000+0000,2025-07-13T03:52:19.000+0000,,ScramFormatter should not use String for password.,"Since String is immutable, there are no easy ways to erase a String password after use.  It is a security concern so we should not use String for passwords.  See also  https://stackoverflow.com/questions/8881291/why-is-char-preferred-over-string-for-passwords",Open,To Do,Improvement,Major,Mingdao Yang,Tsz-wo Sze,KAFKA,Kafka,,,security,,
KAFKA-16869,13581229,2024-05-31T23:50:10.000+0000,2025-07-13T14:45:13.000+0000,,Rewrite HighAvailabilityTaskAssignor to implement the new TaskAssignor interface,"We need to add a new HighAvailabilityTaskAssignor that implements the new TaskAssignor interface. Once we have that, we need to remember to also make these related changes:
 # Change the StreamsConfig.TASK_ASSIGNOR_CLASS_CONFIG default from null to the new HAAssignor
 # Check for this new HAAssignor type when evaluating the OptionalInt rack-aware assignment configs in the public AssignmentConfigs class. If these configs are Optional.empty()  and the new HAAssignor is used, they should be overridden to the HAAssignor-specific default values. This code already exists but should be updated to check for the new HAAssignor class name instead of  ""null"" 
 # Until the old HAAssignor and old internal task assignor config can be removed completely, make sure the new HAAssignor is used by default when a TaskAssignor is selected in StreamsPartitionAssignor",Open,To Do,Sub-task,Major,,A. Sophie Blee-Goldman,KAFKA,Kafka,,,streams,,
KAFKA-16768,13579313,2024-05-15T01:50:53.000+0000,2025-07-15T14:06:09.000+0000,,SocketServer leaks accepted SocketChannel instances due to race condition,"The SocketServer has threads for Acceptors and Processors. These threads communicate via Processor#accept/Processor#configureNewConnections and the `newConnections` queue.

During shutdown, the Acceptor and Processors are each stopped by setting shouldRun to false, and then shutdown proceeds asynchronously in all instances together. This leads to a race condition where an Acceptor accepts a SocketChannel and queues it to a Processor, but that Processor instance has already started shutting down and has already drained the newConnections queue.

KAFKA-16765 is an analogous bug in NioEchoServer, which uses a completely different implementation but has the same flaw.

An example execution order that includes this leak:
1. Acceptor#accept() is called, and a new SocketChannel is accepted.
2. Acceptor#assignNewConnection() begins
3. Acceptor#close() is called, which sets shouldRun to false in the Acceptor and attached Processor instances
4. Processor#run() checks the shouldRun variable, and exits the loop
5. Processor#closeAll() executes, and drains the `newConnections` variable
6. Processor#run() returns and the Processor thread terminates
7. Acceptor#assignNewConnection() calls Processor#accept(), which adds the SocketChannel to `newConnections`
8. Acceptor#assignNewConnection() returns
9. Acceptor#run() checks the shouldRun variable and exits the loop, and the Acceptor thread terminates.
10. Acceptor#close() joins all of the terminated threads, and returns

At the end of this sequence, there are still open SocketChannel instances in newConnections, which are then considered leaked.",Open,To Do,Bug,Major,Chang-Yu Huang,Greg Harris,KAFKA,Kafka,,,core,newbie,
KAFKA-16717,13579066,2024-05-13T12:17:08.000+0000,2025-07-15T17:23:09.000+0000,,Add AdminClient.alterShareGroupOffsets,,In Progress,In Progress,Sub-task,Major,Jimmy Wang,Andrew Schofield,KAFKA,Kafka,,,,,
KAFKA-16143,13564776,2024-01-15T21:32:05.000+0000,2025-07-10T00:11:55.000+0000,2024-12-13T12:21:29.000+0000,New JMX metrics for AsyncKafkaConsumer,This task is to consider what _new_ metrics we need from the KIP-848 protocol that aren't already exposed by the current set of metrics. This will require a KIP to introduce the new metrics.,Resolved,Done,Improvement,Major,PoAn Yang,Kirk True,KAFKA,Kafka,,,"clients,consumer,metrics","consumer-threading-refactor,kip-848-client-support,metrics,needs-kip",4.0.0
KAFKA-16061,13563131,2023-12-29T01:57:33.000+0000,2025-07-08T18:00:45.000+0000,2025-07-08T17:59:01.000+0000,KRaft JBOD follow-ups and improvements,,Resolved,Done,Improvement,Major,Igor Soarez,Colin McCabe,KAFKA,Kafka,,,,,3.7.0
KAFKA-15955,13560241,2023-12-01T15:47:55.000+0000,2025-07-08T17:56:37.000+0000,2025-07-08T17:56:37.000+0000,Migrating ZK brokers send dir assignments,"Broker in ZooKeeper mode, while in migration mode, should start sending directory assignments to the KRaft Controller using AssignmentsManager.",Resolved,Done,Sub-task,Minor,Proven Provenzano,Igor Soarez,KAFKA,Kafka,,,,,
KAFKA-15910,13559637,2023-11-28T02:43:30.000+0000,2025-07-15T14:30:33.000+0000,2023-12-06T16:38:34.000+0000,New group coordinator needs to generate snapshots while loading,"After the new coordinator loads a __consumer_offsets partition, it logs the following exception when making a read operation (fetch/list groups, etc):

 
{{{}java.lang.RuntimeException: No in-memory snapshot for epoch 740745. Snapshot epochs are:{}}}{{{}at org.apache.kafka.timeline.SnapshotRegistry.getSnapshot(SnapshotRegistry.java:178){}}}{{{}at org.apache.kafka.timeline.SnapshottableHashTable.snapshottableIterator(SnapshottableHashTable.java:407){}}}{{{}at org.apache.kafka.timeline.TimelineHashMap$ValueIterator.<init>(TimelineHashMap.java:283){}}}{{{}at org.apache.kafka.timeline.TimelineHashMap$Values.iterator(TimelineHashMap.java:271){}}}
{{...}}
 
This happens because we don't have a snapshot at the last updated high watermark after loading. We cannot generate a snapshot at the high watermark after loading all batches because it may contain records that have not yet been committed. We also don't know where the high watermark will advance up to so we need to generate a snapshot for each offset the loader observes to be greater than the current high watermark. Then once we add the high watermark listener and update the high watermark we can delete all of the snapshots prior. ",Resolved,Done,Sub-task,Major,Jeff Kim,Jeff Kim,KAFKA,Kafka,,,,,3.7.0
KAFKA-15853,13558524,2023-11-18T22:36:01.000+0000,2025-07-14T03:54:22.000+0000,,Move KafkaConfig to server module,"The server module is a Java-only module, so this also requires converting from Scala to Java.",In Progress,In Progress,Sub-task,Major,PoAn Yang,Ismael Juma,KAFKA,Kafka,,,,,
KAFKA-15709,13555956,2023-10-29T22:37:09.000+0000,2025-07-14T08:12:12.000+0000,,KRaft support in ServerStartupTest,"The following tests in ServerStartupTest in core/src/test/scala/unit/kafka/server/ServerStartupTest.scala need to be updated to support KRaft

38 : def testBrokerCreatesZKChroot(): Unit = {

51 : def testConflictBrokerStartupWithSamePort(): Unit = {

65 : def testConflictBrokerRegistration(): Unit = {

82 : def testBrokerSelfAware(): Unit = {

93 : def testBrokerStateRunningAfterZK(): Unit = {

Scanned 107 lines. Found 0 KRaft tests out of 5 tests",Open,To Do,Task,Minor,,Sameer Tejani,KAFKA,Kafka,,,core,"kraft,kraft-test,newbie",
KAFKA-15615,13554316,2023-10-16T22:29:34.000+0000,2025-07-10T03:48:38.000+0000,,Improve handling of fetching during metadata updates,"[During a review of the new fetcher|https://github.com/apache/kafka/pull/14406#discussion_r1333393941], [~junrao] found what appears to be an opportunity for optimization.

When a fetch response receives an error about partition leadership, fencing, etc. a metadata refresh is triggered. However, it takes time for that refresh to occur, and in the interim, it appears that the consumer will blindly attempt to fetch data for the partition again, in kind of a ""definition of insanity"" type of way. Ideally, the consumer would have a way to temporarily ignore those partitions, in a way somewhat like the ""pausing"" approach so that they are skipped until the metadata refresh response is fully processed.

This affects both the existing KafkaConsumer and the new PrototypeAsyncConsumer.",Patch Available,In Progress,Improvement,Major,appchemist,Kirk True,KAFKA,Kafka,,,"clients,consumer","consumer-threading-refactor,fetcher",
KAFKA-15367,13547591,2023-08-16T15:12:57.000+0000,2025-07-08T17:58:34.000+0000,,Write a test verifying a non-JBOD to JBOD transition in a cluster,A cluster running in KRaft without JBOD should be able to transition into JBOD mode without issues,Open,To Do,Test,Major,,Igor Soarez,KAFKA,Kafka,,,,,
KAFKA-15331,13546849,2023-08-10T15:47:41.000+0000,2025-07-14T16:04:05.000+0000,,Handle remote log enabled topic deletion when leader is not available,"When a topic gets deleted, then there can be a case where all the replicas can be out of ISR. This case is not handled, See: [https://github.com/apache/kafka/pull/13947#discussion_r1289331347] for more details.",In Progress,In Progress,Bug,Major,ally heev,Kamal Chandraprakash,KAFKA,Kafka,,,,,
KAFKA-14915,13532858,2023-04-17T10:05:19.000+0000,2025-07-15T06:07:21.000+0000,2025-07-14T14:14:38.000+0000,Option to consume multiple partitions that have their data in remote storage for the target offsets.,Context: https://github.com/apache/kafka/pull/13535#discussion_r1171250580,Resolved,Done,Improvement,Major,Luke Chen,Satish Duggana,KAFKA,Kafka,,,,tiered-storage,4.2.0
KAFKA-14830,13529501,2023-03-21T19:34:44.000+0000,2025-07-09T14:17:12.000+0000,,Illegal state error in transactional producer,"We have seen the following illegal state error in the producer:
{code:java}
[Producer clientId=client-id2, transactionalId=transactional-id] Transiting to abortable error state due to org.apache.kafka.common.errors.TimeoutException: Expiring 1 record(s) for topic-0:120027 ms has passed since batch creation
[Producer clientId=client-id2, transactionalId=transactional-id] Transiting to abortable error state due to org.apache.kafka.common.errors.TimeoutException: Expiring 1 record(s) for topic-1:120026 ms has passed since batch creation
[Producer clientId=client-id2, transactionalId=transactional-id] Aborting incomplete transaction
[Producer clientId=client-id2, transactionalId=transactional-id] Invoking InitProducerId with current producer ID and epoch ProducerIdAndEpoch(producerId=191799, epoch=0) in order to bump the epoch
[Producer clientId=client-id2, transactionalId=transactional-id] ProducerId set to 191799 with epoch 1
[Producer clientId=client-id2, transactionalId=transactional-id] Transiting to abortable error state due to org.apache.kafka.common.errors.NetworkException: Disconnected from node 4
[Producer clientId=client-id2, transactionalId=transactional-id] Transiting to abortable error state due to org.apache.kafka.common.errors.TimeoutException: The request timed out.
[Producer clientId=client-id2, transactionalId=transactional-id] Uncaught error in request completion:
java.lang.IllegalStateException: TransactionalId transactional-id: Invalid transition attempted from state READY to state ABORTABLE_ERROR
        at org.apache.kafka.clients.producer.internals.TransactionManager.transitionTo(TransactionManager.java:1089)
        at org.apache.kafka.clients.producer.internals.TransactionManager.transitionToAbortableError(TransactionManager.java:508)
        at org.apache.kafka.clients.producer.internals.TransactionManager.maybeTransitionToErrorState(TransactionManager.java:734)
        at org.apache.kafka.clients.producer.internals.TransactionManager.handleFailedBatch(TransactionManager.java:739)
        at org.apache.kafka.clients.producer.internals.Sender.failBatch(Sender.java:753)
        at org.apache.kafka.clients.producer.internals.Sender.failBatch(Sender.java:743)
        at org.apache.kafka.clients.producer.internals.Sender.failBatch(Sender.java:695)
        at org.apache.kafka.clients.producer.internals.Sender.completeBatch(Sender.java:634)
        at org.apache.kafka.clients.producer.internals.Sender.lambda$null$1(Sender.java:575)
        at java.base/java.util.ArrayList.forEach(ArrayList.java:1541)
        at org.apache.kafka.clients.producer.internals.Sender.lambda$handleProduceResponse$2(Sender.java:562)
        at java.base/java.lang.Iterable.forEach(Iterable.java:75)
        at org.apache.kafka.clients.producer.internals.Sender.handleProduceResponse(Sender.java:562)
        at org.apache.kafka.clients.producer.internals.Sender.lambda$sendProduceRequest$5(Sender.java:836)
        at org.apache.kafka.clients.ClientResponse.onComplete(ClientResponse.java:109)
        at org.apache.kafka.clients.NetworkClient.completeResponses(NetworkClient.java:583)
        at org.apache.kafka.clients.NetworkClient.poll(NetworkClient.java:575)
        at org.apache.kafka.clients.producer.internals.Sender.runOnce(Sender.java:328)
        at org.apache.kafka.clients.producer.internals.Sender.run(Sender.java:243)
        at java.base/java.lang.Thread.run(Thread.java:829)
 {code}
The producer hits timeouts which cause it to abort an active transaction. After aborting, the producer bumps its epoch, which transitions it back to the `READY` state. Following this, there are two errors for inflight requests, which cause an illegal state transition to `ABORTABLE_ERROR`. But how could the transaction ABORT complete if there were still inflight requests? ",In Progress,In Progress,Bug,Critical,Kirk True,Jason Gustafson,KAFKA,Kafka,,,"clients,producer ",transactions,4.2.0
KAFKA-14719,13524779,2023-02-15T07:03:02.000+0000,2025-07-08T08:04:50.000+0000,,Fix a return code when broker bootstrapped just now.,"I'm not sure whether it is a problem.

 

I write record to kafka when I use cppkafka lib( [https://github.com/mfontanini/cppkafka.git] )

which is wrapped by librdkafka( [https://github.com/confluentinc/librdkafka.git] ).

 

I start a fuzzy test, which keep restart kafka cluster and keeping continuously 'write requests'.

 

I find a return code may be not good, but I'm not sure about that.

I think providing some codes may help, someone can help me review it.   

 https://github.com/apache/kafka/pull/13254",Open,To Do,Task,Major,,Yuqi Du,KAFKA,Kafka,,,,,
KAFKA-14560,13516342,2023-01-03T15:32:49.000+0000,2025-07-10T13:49:22.000+0000,2025-02-24T04:29:59.000+0000,Remove old client protocol API versions in Kafka 4.0 (KIP-896),"Please see KIP for details:

https://cwiki.apache.org/confluence/display/KAFKA/KIP-896%3A+Remove+old+client+protocol+API+versions+in+Kafka+4.0",Resolved,Done,Improvement,Blocker,Ismael Juma,Ismael Juma,KAFKA,Kafka,,,,,4.0.0
KAFKA-14410,13504776,2022-11-21T08:45:02.000+0000,2025-07-09T12:47:20.000+0000,2024-12-11T10:01:19.000+0000,Allow connect runtime to run multiple versions of a connector. ,Connect Runtime should support running multiple versions of the same connector. Please refer to [KIP-891|https://cwiki.apache.org/confluence/pages/viewpage.action?pageId=235834793] for more information on the problem and the proposed solution. ,Resolved,Done,Improvement,Major,Snehashis Pal,Snehashis Pal,KAFKA,Kafka,,,connect,,
KAFKA-14405,13503713,2022-11-19T01:24:27.000+0000,2025-07-14T01:27:44.000+0000,,Log a warning when users attempt to set a config controlled by Streams,"Related to https://issues.apache.org/jira/browse/KAFKA-14404

It's too easy for users to try overriding one of the client configs that Streams hardcodes, and since we just silently ignore it there's no good way for them to tell their config is not being used. Sometimes this may be harmless but in cases like the Producer's partitioner, there could be important application logic that's never being invoked.

When processing user configs in StreamsConfig, we should check for all these configs and log a warning when any of them have been set",Open,To Do,Bug,Major,,A. Sophie Blee-Goldman,KAFKA,Kafka,,,streams,newbie,
KAFKA-13965,13448889,2022-06-08T01:17:21.000+0000,2025-07-10T03:32:42.000+0000,,Document broker-side socket-server-metrics,"There are a bunch of broker JMX metrics in the ""socket-server-metrics"" space that are not documented on kafka.apache.org/documentation

 
 * {_}MBean{_}: kafka.server:{{{}type=socket-server-metrics,listener=<listenerName>,networkProcessor=<processorIndex>{}}}
 ** From KIP-188: [https://cwiki.apache.org/confluence/display/KAFKA/KIP-188+-+Add+new+metrics+to+support+health+checks]
 *  kafka.server:type=socket-server-metrics,name=connection-accept-rate,listener=\{listenerName}
 ** From KIP-612: [https://cwiki.apache.org/confluence/display/KAFKA/KIP-612%3A+Ability+to+Limit+Connection+Creation+Rate+on+Brokers]

It would be helpful to get all the socket-server-metrics documented

 ",Open,To Do,Improvement,Major,Ksolves India Limited,James Cheng,KAFKA,Kafka,,,documentation,"newbie,newbie++",
KAFKA-13555,13418323,2021-12-18T00:33:45.000+0000,2025-07-13T14:44:45.000+0000,,Consider number if input topic partitions for task assignment,"StreamsAssignor tries to distribute tasks evenly across all instances/threads of a Kafka Streams application. It knows about instances/thread (to give more capacity to instances with more thread), and it distinguishes between stateless and stateful tasks. We also try to not move state around but to use a sticky assignment if possible. However, the assignment does not take the number of input topic partitions into account.

For example, an upstream tasks could compute two joins, and thus has 3 input partitions, while a downstream task compute a follow up aggregation with a single input partitions (from the repartition topic). It could happen that one thread gets the 3 input partition tasks assigned, while the other thread get the single input partition tasks assigned resulting to an uneven partition assignment across both threads.",Open,To Do,Improvement,Major,,Matthias J. Sax,KAFKA,Kafka,,,streams,,
KAFKA-12512,13366377,2021-03-19T14:46:00.000+0000,2025-07-11T07:55:44.000+0000,,Pass client listener and security protocol to KafkaClusterTestKit,"When using our JUnit ClusterTestExtensions in KRaft mode, we do not pass the client security protocol or listener down to the underlying KRaft cluster. We should fix this",Open,To Do,Task,Minor,,David Arthur,KAFKA,Kafka,,,,,
KAFKA-12380,13361284,2021-02-26T22:41:58.000+0000,2025-07-15T05:43:32.000+0000,2022-04-29T05:37:28.000+0000,Executor in Connect's Worker is not shut down when the worker is,"The `Worker` class has an [`executor` field|https://github.com/apache/kafka/blob/02226fa090513882b9229ac834fd493d71ae6d96/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/Worker.java#L100] that the public constructor initializes with a new cached thread pool ([https://github.com/apache/kafka/blob/02226fa090513882b9229ac834fd493d71ae6d96/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/Worker.java#L127|https://github.com/apache/kafka/blob/02226fa090513882b9229ac834fd493d71ae6d96/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/Worker.java#L127].]).

When the worker is stopped, it does not shutdown this executor. This is normally okay in the Connect runtime and MirrorMaker 2 runtimes, because the worker is stopped only when the JVM is stopped (via the shutdown hook in the herders).

However, we instantiate and stop the herder many times in our integration tests, and this means we're not necessarily shutting down the herder's executor. Normally this won't hurt, as long as all of the runnables that the executor threads run actually do terminate. But it's possible those threads *might* not terminate in all tests. TBH, I don't know that such cases actually exist.

 ",Resolved,Done,Bug,Minor,Rajani Karuturi,Randall Hauch,KAFKA,Kafka,,,connect,newbie,3.3.0
KAFKA-12281,13356487,2021-02-03T12:01:19.000+0000,2025-07-15T05:54:35.000+0000,,Deprecate org.apache.kafka.streams.errors.BrokerNotFoundException,"It's been 3 years since 234ec8a gets rid of usage of BrokerNotFoundException. Hence, it is time to deprecate BrokerNotFoundException.
",In Progress,In Progress,Improvement,Minor,Rajani Karuturi,Chia-Ping Tsai,KAFKA,Kafka,,,streams,"beginner,needs-kip,newbie",
KAFKA-12243,13354758,2021-01-26T20:30:55.000+0000,2025-07-11T07:48:22.000+0000,,Add toString methods to some of the classes introduced by this Epic,,Open,To Do,Sub-task,Major,,José Armando García Sancio,KAFKA,Kafka,,,,,
KAFKA-10844,13345496,2020-12-11T11:20:21.000+0000,2025-07-09T15:36:12.000+0000,,groupBy without shuffling,"The idea is to give a way to keep the current partitioning while doing a groupBy.

Our use-case is the following:
We process device data (stream is partitioned by device-id), each device produces several metrics. We want to aggregate by metric, so currently we do a
{code:java}
 selectKey( ... => (device, metric)).groupByKey.windowedBy(...).aggregate(...)  {code}
This shuffles the data around, but it's not necessary, each (device, metric) group could stay in the original partition.

This is not only an optimization question. We are experiencing invalid aggregations when reprocessing history. In these reprocessing, we frequently see some tasks moving faster on some partitions. This causes problems with event-time: Lets' say data for device d1 is in partition p1 and stream-time t1, and device d2 / partition p2 / time t2.
Now, if I re-key by (device, metric), records from both devices could have the same hash-key and land in the same partition. And if t2 is far ahead of t1, then all time-windows for t1 get expired at once.

Maybe I miss some way of doing this with the existing API, please let me know. Currently, I manually repartition and specify a custom partitioner, but it's tedious.

If I were to rewrite the aggregations manually with Transformer API, I would use (device, key) for my state store key, without changing the record key.

 

_(poke_ [~vvcephei] _following our discussion on users ml)_

KIP-759: [https://cwiki.apache.org/confluence/display/KAFKA/KIP-759%3A+Unneeded+repartition+canceling] ",Patch Available,In Progress,Improvement,Major,João Pedro Fonseca,Mathieu DESPRIEE,KAFKA,Kafka,,,streams,kip,
KAFKA-10825,13344901,2020-12-08T19:13:13.000+0000,2025-07-15T09:21:26.000+0000,,Consolidate code between ZK and AlterISR for ISR updates,"It would be nice to consolidate the two code paths that are used for ISR updates in Partition.scala. If we can totally (or mostly) abstract away the ZK code, it will simplify some of the KIP-500 work.",In Progress,In Progress,Task,Minor,David Arthur,David Arthur,KAFKA,Kafka,,,,,
KAFKA-10623,13336542,2020-10-21T18:39:33.000+0000,2025-07-10T09:36:06.000+0000,,[Easy] Refactor code to avoid discovery conflicts for classes:{Supported|Finalized}VersionRange,"This Jira suggests changing few existing class names to avoid class discovery conflicts. Particularly the following classes:
{code:java}
org.apache.kafka.clients.admin.{Supported|Finalized}VersionRange{code}
conflict with

 

 
{code:java}
org.apache.kafka.common.feature.{Supported|Finalized}VersionRange{code}
The former is internal facing, while the latter is external facing (since it is used in the Admin#describeFeatures API). So, the internal facing classes can be renamed suitably. Possible alternative naming suggestions:

 

 
{code:java}
org.apache.kafka.clients.admin.{Supported|Finalized}Versions
{code}
{code:java}
org.apache.kafka.clients.admin.Broker{Supported|Finalized}Versions
{code}
{code:java}
org.apache.kafka.clients.admin.Broker{Supported|Finalized}VersionRange{code}
 ",Open,To Do,Sub-task,Minor,Ksolves India Limited,Kowshik Prakasam,KAFKA,Kafka,,,,,
KAFKA-10409,13323050,2020-08-17T12:42:20.000+0000,2025-07-11T16:18:24.000+0000,,Refactor Kafka Streams RocksDb iterators ,"From [https://github.com/apache/kafka/pull/9137#discussion_r470345513] :

[~ableegoldman] : 

> Kind of unrelated, but WDYT about renaming {{RocksDBDualCFIterator}} to {{RocksDBDualCFAllIterator}} or something on the side? I feel like these iterators could be cleaned up a bit in general to be more understandable – for example, it's weird that we do the {{iterator#seek}}-ing in the actual {{all()}} method but for range queries we do the seeking inside the iterator constructor.

and [https://github.com/apache/kafka/pull/9137#discussion_r470361726] :

> Personally I found the {{RocksDBDualCFIterator}} logic a bit difficult to follow even before the reverse iteration, so it would be nice to have some tests specifically covering reverse iterators over multi-column-family timestamped stores",Patch Available,In Progress,Improvement,Minor,João Pedro Fonseca,Jorge Esteban Quilcate Otoya,KAFKA,Kafka,,,streams,newbie,
KAFKA-9965,13303232,2020-05-06T23:44:49.000+0000,2025-07-15T13:47:04.000+0000,2024-12-27T14:28:12.000+0000,Uneven distribution with RoundRobinPartitioner in AK 2.4+,"{{RoundRobinPartitioner}} states that it will provide equal distribution of records across partitions. However with the enhancements made in KIP-480, it may not. In some cases, when a new batch is started, the partitioner may be called a second time for the same record:

[https://github.com/apache/kafka/blob/2.4/clients/src/main/java/org/apache/kafka/clients/producer/KafkaProducer.java#L909]

[https://github.com/apache/kafka/blob/2.4/clients/src/main/java/org/apache/kafka/clients/producer/KafkaProducer.java#L934]

Each time the partitioner is called, it increments a counter in {{RoundRobinPartitioner}}, so this can result in unequal distribution.

Easiest fix might be to decrement the counter in {{RoundRobinPartitioner#onNewBatch}}.

 ",Resolved,Done,Bug,Major,,Michael Bingham,KAFKA,Kafka,,,producer ,,
KAFKA-7442,13187518,2018-09-26T07:06:29.000+0000,2025-07-08T16:18:59.000+0000,2025-07-08T16:17:33.000+0000,forceUnmap mmap on linux when index resize,"when resize OffsetIndex or TimeIndex,We should force unmap mmap for linux platform. Rather than waiting mixedgc or  fullgc to unmap MappedByteBuffer objects


##before full gc
{code}
{""request"":{""mbean"":""java.nio:name=mapped,type=BufferPool"",""type"":""read""},""value"":{""TotalCapacity"":2434496968,""MemoryUsed"":2434496968,""Count"":5392,""Name"":""mapped"",""ObjectName"":{""objectName"":""java.nio:name=mapped,type=BufferPool""}},""timestamp"":1537945759,""status"":200}


S0     S1     E      O      M     CCS    YGC     YGCT    FGC    FGCT     GCT   
0.00 100.00  28.88   4.93  97.64  94.72     24    0.176     0    0.000    0.176
0.00 100.00  31.37   4.93  97.64  94.72     24    0.176     0    0.000    0.176
{code}

{code}
jmap -histo:live kafka_pid
{code}
 
###after full gc
{code}
S0     S1     E      O      M     CCS    YGC     YGCT    FGC    FGCT     GCT   
0.00   0.00  23.22   5.03  97.92  94.93     24    0.176     1    0.617    0.793
0.00   0.00  25.70   5.03  97.92  94.93     24    0.176     1    0.617    0.793
0.00   0.00  27.86   5.03  97.92  94.93     24    0.176     1    0.617    0.793

{""request"":{""mbean"":""java.nio:name=mapped,type=BufferPool"",""type"":""read""},""value"":{""TotalCapacity"":1868266036,""MemoryUsed"":1868266036,""Count"":5338,""Name"":""mapped"",""ObjectName"":{""objectName"":""java.nio:name=mapped,type=BufferPool""}},""timestamp"":1537945860,""status"":200}
{code}



{code}
def resize(newSize: Int) {
    inLock(lock) {
      val raf = new RandomAccessFile(_file, ""rw"")
      val roundedNewSize = roundDownToExactMultiple(newSize, entrySize)
      val position = mmap.position

      /* Windows won't let us modify the file length while the file is mmapped :-( */
      if(Os.isWindows)
        forceUnmap(mmap)
      try {
        raf.setLength(roundedNewSize)
        mmap = raf.getChannel().map(FileChannel.MapMode.READ_WRITE, 0, roundedNewSize)
        _maxEntries = mmap.limit / entrySize
        mmap.position(position)
      } finally {
        CoreUtils.swallow(raf.close())
      }
    }
  }
{code}



{code}
[2018-09-21 13:12:24,078] INFO Rolled new log segment for 'topic-265' in 2 ms. (kafka.log.Log)
[2018-09-21 13:13:16,436] FATAL [ReplicaFetcherThread-12-15], Disk error while replicating data for topic-264 (kafka.server.ReplicaFetcherThread)
kafka.common.KafkaStorageException: I/O exception in append to log 'topic-264'
        at kafka.log.Log.append(Log.scala:349)
        at kafka.server.ReplicaFetcherThread.processPartitionData(ReplicaFetcherThread.scala:130)
        at kafka.server.ReplicaFetcherThread.processPartitionData(ReplicaFetcherThread.scala:42)
        at kafka.server.AbstractFetcherThread$$anonfun$processFetchRequest$2$$anonfun$apply$mcV$sp$1$$anonfun$apply$2.apply(AbstractFetcherThread.scala:153)
        at kafka.server.AbstractFetcherThread$$anonfun$processFetchRequest$2$$anonfun$apply$mcV$sp$1$$anonfun$apply$2.apply(AbstractFetcherThread.scala:141)
        at scala.Option.foreach(Option.scala:257)
        at kafka.server.AbstractFetcherThread$$anonfun$processFetchRequest$2$$anonfun$apply$mcV$sp$1.apply(AbstractFetcherThread.scala:141)
        at kafka.server.AbstractFetcherThread$$anonfun$processFetchRequest$2$$anonfun$apply$mcV$sp$1.apply(AbstractFetcherThread.scala:138)
        at scala.collection.mutable.ResizableArray$class.foreach(ResizableArray.scala:59)
        at scala.collection.mutable.ArrayBuffer.foreach(ArrayBuffer.scala:48)
        at kafka.server.AbstractFetcherThread$$anonfun$processFetchRequest$2.apply$mcV$sp(AbstractFetcherThread.scala:138)
        at kafka.server.AbstractFetcherThread$$anonfun$processFetchRequest$2.apply(AbstractFetcherThread.scala:138)
        at kafka.server.AbstractFetcherThread$$anonfun$processFetchRequest$2.apply(AbstractFetcherThread.scala:138)
        at kafka.utils.CoreUtils$.inLock(CoreUtils.scala:234)
        at kafka.server.AbstractFetcherThread.processFetchRequest(AbstractFetcherThread.scala:136)
        at kafka.server.AbstractFetcherThread.doWork(AbstractFetcherThread.scala:103)
        at kafka.utils.ShutdownableThread.run(ShutdownableThread.scala:63)
Caused by: java.io.IOException: Map failed
        at sun.nio.ch.FileChannelImpl.map(FileChannelImpl.java:940)
        at kafka.log.AbstractIndex.<init>(AbstractIndex.scala:61)
        at kafka.log.OffsetIndex.<init>(OffsetIndex.scala:52)
        at kafka.log.LogSegment.<init>(LogSegment.scala:67)
        at kafka.log.Log.roll(Log.scala:778)
        at kafka.log.Log.maybeRoll(Log.scala:744)
        at kafka.log.Log.append(Log.scala:405)
        ... 16 more
Caused by: java.lang.OutOfMemoryError: Map failed
        at sun.nio.ch.FileChannelImpl.map0(Native Method)
        at sun.nio.ch.FileChannelImpl.map(FileChannelImpl.java:937)
        ... 22 more

{code}",Resolved,Done,Bug,Major,huxihx,scott.zhai,KAFKA,Kafka,,,log,,4.2.0
